Medicine Name,Uses,
Supermet XL 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Stelbid Spas 80mg/50mg Tablet, Abdominal pain,
Sporidex DS 250mg Tablet,Treatment of Bacterial infections,
Syntran SB Capsule,Treatment of Fungal infections,
Soventus-DC Oral Suspension,Treatment of Dry cough,
S-Celepra 10 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
Sibofix 550 Tablet,Treatment of Hepatic encephalopathyTreatment of Infectious diarrhea,
Staphonex 500mg Capsule,Treatment of Bacterial infections,
Sartel 20 Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Szetalo 10 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
Sartel-C 40 Tablet, Hypertension (high blood pressure),
Spirodin 650 Tablet MR,Treatment and prevention of Chronic obstructive pulmonary disease (COPD),
Seradic-Plus Tablet, Pain relief,
Spiromide Tablet,Treatment of Edema,
Silofast 4 Capsule,Treatment of Benign prostatic hyperplasia,
Storax PR Tablet, Stroke,
Synvisc Hylan GF 20mg Injection, Osteoarthritis,
Smartilon 20 Tablet, Contraception,
Stafcure 250 Tablet,Treatment of Bacterial infections,
Sodanet 500mg Tablet,Treatment of IndigestionTreatment of Alkalinizing agentTreatment of Metabolic acidosis,
Sofraxine Cream, Bacterial skin infections,
Sinarest-AF Paediatric Drops,Treatment of Common cold,
Seradic-MR Tablet,Treatment of Pain due to muscle spasm,
Seroflo 500 Rotacap,Treatment of Chronic obstructive pulmonary disease (COPD),
Senzmox Eye Drop,Treatment of Bacterial eye infections,
Sotalar 40 Tablet, Arrhythmia,
SzHH Cream,Treatment of Fungal skin infectionsTreatment of Fungal infections,
Starpress R XL 25 Tablet, Hypertension (high blood pressure),
Saferet 10 Tablet,Treatment of Acne,
Sertaspor Cream,Treatment of Fungal skin infectionsTreatment of Fungal infections,
Supirocin Cream,Treatment of Bacterial skin infections,
Starpress XL 12.5 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Sistal Plus Tablet, Pain relief,
Synpirox Cream, Fungal skin infections Fungal nail infections,
Saptob Eye Drop,Treatment of Bacterial eye infections,
Swich O Tablet, Bacterial infections,
Sunapro Tablet,Treatment of Migraine,
Sonirab-DSR Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Supirocin-B Plus Ointment,Treatment of Bacterial skin infections,
Sofirash Cream, Sunburn,
Sifasi Aqua 5000IU Injection,Treatment of Female infertilityTreatment of Male hypogonadism,
Sifasi Aqua 5000IU Injection,Treatment of Female infertilityTreatment of Male hypogonadism,
S Citadep 10 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
Stonil Oral Solution,Treatment of Kidney stone,
Samlokind-AT Tablet,Treatment of Hypertension (high blood pressure),
Synaps-NT Tablet,Treatment of Neuropathic pain,
Spiromont-F Tablet,Treatment of Sneezing and runny nose due to allergies,
Somazina Plus 400 Tablet, Stroke,
Statpure 20 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Swiftolac Syrup,Treatment of ConstipationTreatment of Hepatic encephalopathy,
Softee Cream,Treatment of Anal fissure,
Stator CV 10mg/75mg Capsule, Heart attack prevention and high cholesterol,
Sysnit-SR Tablet,Treatment of Bacterial infections of urinary tract,
Smartinor CR 10mg Tablet,Treatment of Heavy menstrual bleedingTreatment of Pain during menstruationTreatment of EndometriosisTreatment of Premenstrual syndrome (PMS),
Sebumclear N Gel,Treatment of Acne,
Sucralcoat Ano Rectal Cream,Treatment of Piles,
Spurge Tablet,Treatment of Abdominal pain,
Sertima 50 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Starcad-Beta 25 Tablet ER,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of StrokePrevention of Migraine,
Stanhist 10 Tablet,Treatment of Allergic conditions,
Spasmonil Drop,Improving Abdominal painTreatment of Irritable bowel syndrome,
Safexim 200 Tablet DT,Treatment of Bacterial infections,
Skintop Cream,Treatment of Skin infections,
Silybon Suspension, Chronic liver disease Liver cirrhosis,
Serlift 100 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Semi Amaryl M Tablet PR,Treatment of Type 2 diabetes mellitus,
Synaptol 50 Tablet, Muscle relaxation,
Safeova Tablet,Treatment of Female infertility,
Symbiotik XL 625 Tablet,Treatment of Bacterial infections,
Scabiped Lotion, Scabies,
Serax D Tablet, Pain relief,
Seretide 50mcg/500mcg Accuhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Salazar DS Tablet,Treatment of Rheumatoid arthritisTreatment of Ulcerative colitisTreatment of Crohn’s diseaseTreatment of Ankylosing spondylitisTreatment of Psoriatic arthritis,
Sclerifuma 240 Capsule DR, Multiple sclerosis (MS),
Smartilon 30 Tablet, Contraception,
Silodal-D4 Tablet Combipack, Benign prostatic hyperplasia,
Symbicort 320mcg/9mcg Turbuhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Sufrate TP Ointment, Bacterial skin infections,
Storvas EZ 10 Tablet, High cholesterol,
Storax 500 Tablet,Treatment of StrokeTreatment of Head injuryTreatment of Alzheimer's diseaseTreatment of Dementia in Parkinson's disease,
Soltus 100 Tablet, Schizophrenia,
Siromus 1mg Tablet, Prevention of kidney transplant rejection,
Silagra 100mg Tablet,Treatment of Erectile dysfunction,
Senseit Gel, Neuropathic pain,
Sporidex Redimix Oral Suspension,Treatment of Bacterial infections,
Sensiclav 375 Tablet,Treatment of Bacterial infections,
Stimufol 2.5mg Tablet,Treatment of Breast cancerTreatment of Infertility due to anovulation,
Somagesic Forte Tablet, Pain relief,
Sympta 20 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Diabetic nerve painTreatment of FibromyalgiaTreatment of Neuropathic painTreatment of Stress urinary incontinence,
Sonaxa NT 75mg/10mg Tablet,Treatment of Neuropathic pain,
Septasteril Tablet,Treatment of Chronic kidney disease,
Spasmopriv 100mg Capsule, Pain due to smooth muscle spasm,
Strozina Plus Tablet, Stroke,
Sucral Tablet,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Skinn-C Soap, Skin infectionsTreatment of Mouth infection,
Sizopin 200 Tablet, Schizophrenia,
Solvin LS Syrup,Treatment of Cough with mucus,
Safediclo 20mg/100mg Capsule SR, Pain relief,
Switglim-M 2/500 Tablet PR,Treatment of Type 2 diabetes mellitus,
Soliact 10 Tablet,Treatment of Overactive bladder (OAB) symptoms,
Synaptol SR 300 Tablet, Muscle relaxation,
Superia Tablet,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer diseaseTreatment of Zollinger-Ellison syndrome,
Switglim MV 2/0.3 Tablet ER,Treatment of Type 2 diabetes mellitus,
Storvas 5 Tablet, High cholesterolPrevention of Heart attack,
Suppol Child 170mg Suppository, Pain reliefTreatment of Fever,
Superia L Capsule SR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Intestinal ulcersTreatment of Irritable bowel syndrome,
Seroflo 125 Synchrobreathe,Treatment of Chronic obstructive pulmonary disease (COPD),
SII TD-Vac Vaccine, Tetanus Diphtheria,
Starpress R XL 50 Tablet, Hypertension (high blood pressure),
Silverkind Nanofine Gel,Prevention of Infections,
Sporidex 125 Tablet DT,Treatment of Bacterial infections,
Spafast D 2mg/37.5mg Injection, Pain due to muscle spasm,
Starvog 0.3 Tablet MD,Treatment of Type 2 diabetes mellitus,
Stalopam 20 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
Salbair-I 100mcg/40mcg Transcaps,Treatment of Chronic obstructive pulmonary disease (COPD),
Sucral Kid Oral Suspension,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Swich XP 1000mg Injection, Bacterial infections,
Scabelice Lotion, Scabies,
Sildoo 4 Capsule,Treatment of Benign prostatic hyperplasia,
Supacef 750mg Injection,Treatment of Bacterial infections,
Stozic 50 Tablet,Treatment of Intermittent claudication,
Sequadra Inhaler, Chronic obstructive pulmonary disease (COPD),
Spirodin-AX Tablet, Chronic obstructive pulmonary disease (COPD),
Smarti Tablet, Allergic conditions,
Sofinox Cream, Bacterial skin infections,
Sofinox Cream, Bacterial skin infections,
Strone SR 200 Tablet, Hormone replacement therapyTreatment of Female infertility,
Sertee 50 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Starpress T 25-XL Tablet,Treatment of Hypertension (high blood pressure),
Salbetol 2 Tablet,Treatment of Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,
Sporidex Redimix Suspension,Treatment of Bacterial infections,
Safecet 10 Tablet,Treatment of Allergic conditions,
Sprintas 100mg Capsule, Prevention of organ rejection in transplant patients Rheumatoid arthritis PsoriasisPrevention of graft rejection following Bone marrow transplantationTreatment of Nephrotic syndrome,
Salbair I Neb 0.63mg Transpules 2.5ml,Treatment of Chronic obstructive pulmonary disease (COPD),
Stugil D Tablet,Treatment of Vertigo,
Seacure -SR 200 Tablet, Hormone replacement therapyTreatment of Female infertility,
Synaptol 100 Tablet, Muscle relaxation,
Sicriptin 1.25 Tablet, High levels of prolactin Female infertility Acromegaly,
Seretide 250 Evohaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Sugamet MC 500 Tablet SR,Treatment of Type 2 diabetes mellitus,
Synclar Paediatric Dry Syrup Banana,Treatment of Bacterial infections,
Synobrim-T Eye Drops,Treatment of Ocular hypertensionTreatment of Glaucoma,
Spenzo Depot 40 Injection, Schizophrenia Depression Bipolar disorder,
Selzic 300 Tablet, Epilepsy/Seizures,
Syncapone 50 Tablet, Parkinson's disease,
Symbal 40 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Diabetic nerve painTreatment of FibromyalgiaTreatment of Neuropathic painTreatment of Stress urinary incontinence,
Seriva Cream,Treatment of Fungal skin infectionsTreatment of Fungal infections,
Sibofix 200 Tablet,Treatment of Infectious diarrhea,
Sotret 30mg Capsule,Treatment of Acne,
Syncapone 150 Tablet, Parkinson's disease,
Seacure SR 300 Tablet, Hormone replacement therapyTreatment of Female infertility,
Sertima 100 Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Starpress-AM XL 25 Tablet,Treatment of Hypertension (high blood pressure),
Sclerifuma 120 Capsule DR, Multiple sclerosis (MS),
Sentidor Gel, Neuropathic pain,
Serutan 212.5mg Tablet,Treatment of Pancreatic enzyme deficiency,
Simvotin 10 Tablet, High cholesterol Prevention of heart attack and stroke,
Sorifix Solo Ointment, Psoriasis,
Sporidex Redimix Drop Orange,Treatment of Bacterial infections,
Solikem 5 Tablet,Treatment of Overactive bladder (OAB) symptoms,
Spiroflut Nasal Spray,Treatment of Sneezing and runny nose due to allergies,
Sizodon MD 1 Tablet,Treatment of SchizophreniaTreatment of Mania,
Sterio 4mg Tablet,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Strocit Injection,Treatment of StrokeTreatment of Head injuryTreatment of Alzheimer's diseaseTreatment of Dementia in Parkinson's disease,
Salbair 100mcg Transcaps, Chronic obstructive pulmonary disease (COPD)Treatment of Asthma,
Soha Liquigel,Treatment of Dry eyes,
Sepgard Solution, Bleeding,
Somazina 500mg Tablet,Treatment of StrokeTreatment of Head injuryTreatment of Alzheimer's diseaseTreatment of Dementia in Parkinson's disease,
Sertagress 50mg Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Sandimmun Neoral 50mg Soft Gelatin Capsule, Prevention of organ rejection in transplant patients Rheumatoid arthritis PsoriasisPrevention of graft rejection following Bone marrow transplantationTreatment of Nephrotic syndrome,
Sizon 5 Tablet,Treatment of Allergic conditions,
Sodicarb Tablet,Treatment of IndigestionTreatment of Alkalinizing agentTreatment of Metabolic acidosis,
Supermet-AM Tablet PR,Treatment of Hypertension (high blood pressure),
Solian 100mg Tablet, Schizophrenia,
Spiroflut A Nasal Spray, Sneezing and runny nose due to allergies,
Step-UP Oral Drops,Treatment of Allergic conditions Appetite stimulant,
Seroflo 50 Inhaler,Treatment of Chronic obstructive pulmonary disease (COPD),
Setrabet 2% Cream,Treatment of Fungal skin infectionsTreatment of Fungal infections,
S-Methiwave 200 Tablet,Treatment of Liver  disease,
Skizoril 100mg Tablet, Schizophrenia,
Scaboma Lotion, Scabies,
S-Celepra 5 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
Sudin D Syrup, Dry cough,
Subsyde-CR Capsule, Pain relief,
Solvin Decongestant Syrup Sugar Free,Treatment of Common cold,
Seloken XL 100mg Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Spiromont-F 180 Tablet,Treatment of Sneezing and runny nose due to allergies,
Sizodon 4 Tablet,Treatment of SchizophreniaTreatment of Mania,
Salobet Ointment,Treatment of EczemaTreatment of Psoriasis,
Synoflex Tablet, Osteoarthritis,
Suminat 100 Tablet, Acute migraine headache,
Sertagress 25mg Tablet,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),
Surfaz-O Tablet,Treatment of Fungal infections,
Sentim-SF Toothpaste,Treatment of HypersensitivityTreatment of Inflammation of gumsTreatment of Dental cavities,
Saferet 20 Tablet,Treatment of Acne,
Starcad-Beta 50 Tablet ER,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of StrokePrevention of Migraine,
Strone AQ Injection, Hormone replacement therapy Female infertility,
Sifasi 10000IU Injection,Treatment of Female infertilityTreatment of Male hypogonadism,
Scalnex CT Lotion,Treatment of Fungal skin infections,
Strocit Oral Drops,Treatment of StrokeTreatment of Head injuryTreatment of Alzheimer's diseaseTreatment of Dementia in Parkinson's disease,
S-Amlosafe 2.5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain)Prevention of Heart attackPrevention of Stroke,
Salbair-B Transhaler, Asthma,
Salobet Ointment,Treatment of EczemaTreatment of Psoriasis,
Sartel AM 80 Tablet,Treatment of Hypertension (high blood pressure),
Skizoril 50mg Tablet, Schizophrenia,
Sartel 80 Tablet,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,
Skizoril 25mg Tablet, Schizophrenia,
Suprox Tablet,Treatment of Premature LaborTreatment of Peripheral vascular disease,
Soltus 200 Tablet, Schizophrenia,
Symbal 60 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Diabetic nerve painTreatment of FibromyalgiaTreatment of Neuropathic painTreatment of Stress urinary incontinence,
Sulpitac 300 Tablet, Schizophrenia,
Sizon Forte Tablet,Treatment of Allergic conditions,
Sertaspor Cream,Treatment of Fungal skin infectionsTreatment of Fungal infections,
